,x,y
3,78.0,-2.0
4,-78.0,-16.0
5,-80.0,-8.0
6,80.0,1.0
7,54.0,22.0
8,-75.0,-12.0
9,-64.0,20.0
0,-75.0,-5.0
1,54.0,1.0
2,-58.0,7.0
3,69.0,0.0
4,-75.0,5.0
5,40.0,-10.0
6,46.0,4.0
7,74.0,2.0
8,-75.0,-2.0
0,86.0,-8.0
1,72.0,11.0
2,-76.0,3.0
3,-77.0,0.0
4,-62.0,23.0
5,81.0,-12.0
6,70.0,-1.0
7,64.0,0.0
8,-73.0,4.0
9,69.0,0.0
10,-65.0,29.0
0,80.0,4.0
1,81.0,-8.0
2,71.0,-5.0
0,83.0,0.0
1,-69.0,-13.0
2,-58.0,13.0
3,-53.0,27.0
4,-65.0,3.0
0,78.0,-1.0
1,-79.0,0.0
2,35.0,30.0
3,-81.0,7.0
4,69.0,1.0
5,-34.0,-7.0
6,78.0,1.0
0,-86.0,6.0
1,-42.0,-22.0
2,77.0,-9.0
0,85.0,8.0
1,81.0,-9.0
2,-71.0,12.0
3,-7.0,-30.0
0,-82.0,5.0
1,51.0,3.0
2,78.0,15.0
3,29.0,28.0
0,-72.0,13.0
1,-63.0,-3.0
2,71.0,2.0
3,73.0,-12.0
4,-64.0,-3.0
5,-62.0,-6.0
0,49.0,-25.0
1,86.0,7.0
2,45.0,-27.0
3,71.0,12.0
4,34.0,23.0
5,44.0,26.0
6,-42.0,-16.0
0,61.0,8.0
1,-62.0,11.0
2,-80.0,-6.0
3,-60.0,-19.0
4,-79.0,7.0
5,61.0,-16.0
0,-74.0,-7.0
1,84.0,5.0
2,-59.0,-22.0
3,39.0,-5.0
4,-70.0,-10.0
5,65.0,-1.0
6,87.0,-3.0
0,78.0,2.0
1,82.0,-31.0
2,50.0,-19.0
0,84.0,-7.0
1,82.0,9.0
2,-51.0,-30.0
3,-80.0,5.0
4,-44.0,-22.0
5,-65.0,8.0
0,66.0,16.0
1,-68.0,1.0
2,63.0,-14.0
3,-81.0,-12.0
4,-86.0,-4.0
5,-65.0,-15.0
6,-83.0,-5.0
7,83.0,-8.0
8,61.0,-15.0
0,71.0,2.0
1,-82.0,8.0
2,82.0,-6.0
3,-61.0,3.0
4,61.0,2.0
0,-81.0,1.0
1,80.0,0.0
2,-67.0,-7.0
3,48.0,-1.0
4,69.0,-24.0
5,-69.0,3.0
6,-76.0,3.0
7,69.0,-2.0
8,74.0,3.0
0,82.0,7.0
1,-71.0,8.0
2,-61.0,-21.0
3,82.0,5.0
4,54.0,14.0
5,-78.0,-1.0
6,-71.0,6.0
7,69.0,-2.0
0,77.0,8.0
1,81.0,-8.0
2,64.0,8.0
3,64.0,16.0
4,-72.0,14.0
0,-84.0,1.0
1,86.0,-7.0
2,64.0,-6.0
3,69.0,-15.0
4,-72.0,-5.0
0,76.0,-28.0
1,58.0,-20.0
2,49.0,5.0
3,-80.0,4.0
4,-63.0,8.0
5,-69.0,-27.0
0,82.0,3.0
1,-83.0,15.0
2,59.0,-29.0
3,-55.0,31.0
4,70.0,11.0
5,-79.0,-7.0
6,-67.0,0.0
7,-33.0,-1.0
8,-52.0,-7.0
9,82.0,3.0
10,-84.0,0.0
0,82.0,5.0
1,-79.0,3.0
2,-58.0,-20.0
3,-78.0,-4.0
4,-66.0,14.0
5,65.0,-12.0
6,66.0,-10.0
0,78.0,-3.0
1,61.0,-5.0
2,83.0,6.0
3,85.0,-8.0
4,-82.0,-2.0
0,74.0,-4.0
1,63.0,14.0
2,71.0,-8.0
3,79.0,0.0
0,-69.0,-8.0
1,75.0,-3.0
2,-63.0,-14.0
3,82.0,-3.0
4,-57.0,-4.0
0,58.0,23.0
1,71.0,0.0
2,-55.0,-21.0
3,57.0,-3.0
4,78.0,-7.0
0,-73.0,-1.0
1,61.0,-1.0
2,-79.0,2.0
3,68.0,5.0
0,82.0,-7.0
1,-78.0,2.0
2,85.0,3.0
3,-79.0,2.0
4,31.0,-1.0
0,73.0,12.0
1,71.0,-12.0
2,-81.0,-4.0
3,-74.0,0.0
4,-65.0,0.0
5,-76.0,0.0
6,78.0,1.0
7,-75.0,-1.0
8,-84.0,-5.0
0,-74.0,7.0
1,78.0,-1.0
2,-68.0,12.0
0,80.0,-2.0
1,-70.0,-22.0
2,61.0,-14.0
3,42.0,8.0
4,77.0,9.0
0,85.0,-4.0
1,-70.0,-2.0
2,-76.0,1.0
3,-74.0,-1.0
4,67.0,3.0
5,64.0,-20.0
0,-51.0,3.0
1,71.0,6.0
2,37.0,-8.0
3,85.0,5.0
4,-76.0,-11.0
5,82.0,4.0
0,79.0,15.0
0,-80.0,-9.0
1,59.0,-19.0
2,-78.0,3.0
3,79.0,-4.0
4,-68.0,-2.0
0,-70.0,0.0
1,65.0,24.0
2,-88.0,14.0
3,76.0,-1.0
4,63.0,-2.0
0,-64.0,10.0
1,-78.0,0.0
2,-83.0,6.0
3,-81.0,3.0
4,-82.0,-6.0
5,-65.0,20.0
6,-73.0,-10.0
7,-11.0,32.0
0,78.0,2.0
1,-81.0,6.0
2,-82.0,7.0
3,-77.0,4.0
4,58.0,26.0
5,-71.0,0.0
6,-78.0,7.0
0,70.0,-9.0
1,-72.0,3.0
2,79.0,0.0
3,76.0,-14.0
4,-75.0,-1.0
5,85.0,9.0
6,-65.0,1.0
0,-66.0,2.0
1,78.0,-14.0
2,72.0,-13.0
3,-45.0,16.0
4,-81.0,5.0
5,37.0,0.0
6,-79.0,-2.0
0,-78.0,-1.0
1,-81.0,-3.0
2,-81.0,-7.0
3,-77.0,-10.0
4,67.0,15.0
0,68.0,-4.0
1,-35.0,-29.0
2,85.0,8.0
0,78.0,-11.0
1,67.0,-37.0
2,76.0,-9.0
3,-42.0,24.0
4,-54.0,-14.0
0,-72.0,5.0
1,-39.0,24.0
2,-74.0,6.0
3,66.0,-4.0
4,-54.0,29.0
0,-79.0,-2.0
1,78.0,0.0
2,-56.0,17.0
3,41.0,1.0
4,74.0,0.0
5,-73.0,-2.0
6,-54.0,16.0
0,-57.0,-10.0
1,-52.0,-24.0
2,-78.0,-9.0
3,34.0,-5.0
4,-78.0,2.0
5,78.0,1.0
6,70.0,7.0
7,-81.0,-4.0
0,61.0,-36.0
1,76.0,6.0
2,78.0,2.0
3,78.0,-20.0
0,-73.0,-3.0
1,72.0,29.0
2,-83.0,-5.0
3,-78.0,7.0
4,-79.0,10.0
5,64.0,-16.0
6,58.0,3.0
0,-64.0,-24.0
1,40.0,-7.0
2,68.0,5.0
3,66.0,38.0
4,-50.0,34.0
0,82.0,-3.0
1,-79.0,-4.0
2,43.0,27.0
0,-78.0,3.0
1,-81.0,-1.0
2,61.0,27.0
3,-82.0,-5.0
4,75.0,-2.0
5,60.0,32.0
6,79.0,-5.0
7,-68.0,6.0
0,-58.0,18.0
1,-69.0,6.0
2,-79.0,-5.0
3,-49.0,18.0
0,-79.0,-8.0
1,48.0,1.0
2,-71.0,1.0
3,-1.0,27.0
0,-67.0,7.0
1,-80.0,3.0
2,70.0,1.0
3,81.0,-4.0
0,76.0,4.0
1,-84.0,-35.0
2,-67.0,-21.0
3,82.0,3.0
4,65.0,0.0
0,-80.0,4.0
1,-70.0,18.0
2,-66.0,-6.0
3,-67.0,-10.0
4,-83.0,-2.0
5,-80.0,-7.0
6,-34.0,5.0
0,80.0,-5.0
1,-57.0,22.0
2,82.0,-5.0
3,65.0,17.0
0,-76.0,8.0
1,-76.0,5.0
2,-76.0,1.0
3,-67.0,-33.0
4,76.0,7.0
5,-68.0,17.0
6,84.0,-10.0
0,78.0,7.0
1,-82.0,-5.0
2,-79.0,-2.0
3,-78.0,0.0
4,-67.0,-1.0
5,-40.0,26.0
6,-15.0,-35.0
0,-79.0,8.0
1,64.0,16.0
2,75.0,5.0
0,-58.0,22.0
1,83.0,-4.0
2,83.0,-13.0
3,66.0,-18.0
4,-80.0,0.0
5,70.0,8.0
6,82.0,-6.0
7,-79.0,-15.0
8,80.0,-5.0
9,54.0,7.0
0,-38.0,-23.0
1,-53.0,-3.0
2,70.0,-11.0
3,-45.0,-1.0
4,-48.0,-4.0
5,58.0,-2.0
6,70.0,-38.0
0,82.0,3.0
1,81.0,-3.0
2,72.0,1.0
3,74.0,-18.0
4,-80.0,3.0
5,62.0,-13.0
6,39.0,26.0
0,-67.0,-16.0
1,55.0,25.0
2,-63.0,-3.0
0,73.0,-4.0
1,36.0,-3.0
2,73.0,-18.0
3,-61.0,-22.0
4,-84.0,-9.0
5,80.0,1.0
0,-70.0,-5.0
0,-78.0,2.0
1,78.0,-14.0
2,64.0,-15.0
3,-84.0,-8.0
4,81.0,5.0
5,-49.0,-14.0
6,-58.0,-11.0
7,-58.0,17.0
0,70.0,-26.0
1,78.0,-1.0
2,43.0,25.0
3,69.0,-6.0
4,80.0,-2.0
5,-5.0,17.0
0,84.0,-3.0
1,54.0,16.0
2,75.0,10.0
3,-71.0,15.0
4,75.0,6.0
5,69.0,1.0
0,-81.0,-8.0
1,53.0,32.0
2,-69.0,-14.0
0,-83.0,6.0
1,-76.0,0.0
2,-82.0,-5.0
3,-79.0,-5.0
0,-86.0,-8.0
1,49.0,17.0
0,-85.0,-7.0
1,55.0,-2.0
2,-52.0,-29.0
0,84.0,-10.0
1,89.0,-8.0
2,-76.0,2.0
3,-62.0,15.0
4,-79.0,3.0
0,42.0,-19.0
1,-83.0,-17.0
2,68.0,10.0
3,-52.0,7.0
4,-72.0,15.0
0,84.0,6.0
1,-54.0,25.0
2,-78.0,3.0
3,79.0,-3.0
0,65.0,-4.0
1,70.0,-21.0
2,-81.0,-2.0
3,39.0,-7.0
4,-53.0,25.0
5,68.0,20.0
0,-30.0,-36.0
1,-32.0,13.0
2,-76.0,8.0
3,-78.0,8.0
4,-62.0,20.0
0,62.0,-1.0
1,49.0,35.0
2,13.0,36.0
0,-60.0,9.0
1,63.0,-3.0
2,-12.0,6.0
3,-81.0,-3.0
4,-54.0,-20.0
5,-68.0,-21.0
6,85.0,7.0
0,-78.0,5.0
1,82.0,-7.0
2,82.0,-5.0
3,-80.0,-8.0
4,-86.0,7.0
5,-79.0,5.0
6,-77.0,-3.0
0,-80.0,0.0
1,81.0,0.0
2,80.0,3.0
3,46.0,25.0
4,59.0,5.0
0,-80.0,-4.0
1,-74.0,-7.0
2,-43.0,24.0
3,71.0,0.0
4,-82.0,8.0
5,78.0,6.0
6,-48.0,-21.0
7,53.0,-11.0
0,-82.0,-1.0
1,55.0,-1.0
2,-84.0,-6.0
3,39.0,3.0
4,48.0,25.0
5,76.0,6.0
6,-71.0,7.0
7,63.0,20.0
8,55.0,-23.0
0,61.0,36.0
1,-84.0,7.0
2,73.0,0.0
3,-76.0,1.0
4,72.0,-10.0
5,81.0,15.0
6,77.0,3.0
7,87.0,8.0
8,16.0,33.0
0,-78.0,1.0
1,-69.0,-1.0
2,-67.0,2.0
3,60.0,1.0
4,-76.0,-8.0
5,-70.0,26.0
6,-59.0,32.0
7,70.0,0.0
8,81.0,-4.0
0,-62.0,8.0
1,82.0,3.0
2,82.0,-7.0
3,-85.0,5.0
4,-83.0,-8.0
0,-81.0,-8.0
1,46.0,-1.0
2,-69.0,16.0
0,34.0,28.0
1,-78.0,-8.0
2,-54.0,18.0
0,-76.0,-1.0
1,-84.0,-5.0
2,-82.0,4.0
3,-62.0,2.0
4,66.0,-15.0
5,78.0,2.0
0,63.0,-12.0
1,94.0,-7.0
2,-76.0,1.0
3,-73.0,-2.0
4,69.0,-19.0
5,67.0,-5.0
6,-66.0,-4.0
7,-80.0,-7.0
8,-38.0,9.0
0,77.0,-1.0
1,79.0,5.0
2,85.0,-6.0
3,58.0,-2.0
4,-88.0,5.0
5,-78.0,0.0
6,66.0,12.0
7,77.0,-16.0
8,-74.0,0.0
9,-67.0,-1.0
10,76.0,3.0
0,69.0,-38.0
1,62.0,11.0
2,-72.0,-2.0
3,77.0,3.0
4,-77.0,36.0
0,68.0,-10.0
1,60.0,4.0
2,68.0,5.0
3,-73.0,10.0
4,-77.0,-3.0
5,54.0,29.0
0,-53.0,-3.0
1,73.0,5.0
2,78.0,7.0
3,-74.0,-13.0
4,-61.0,-3.0
5,46.0,14.0
0,82.0,-9.0
1,-60.0,23.0
2,75.0,-3.0
3,77.0,-15.0
0,78.0,-7.0
1,-82.0,-1.0
2,-61.0,-31.0
3,63.0,1.0
4,58.0,-14.0
0,-77.0,-5.0
1,-32.0,21.0
2,-62.0,28.0
3,-85.0,-4.0
4,64.0,-2.0
5,-84.0,3.0
6,84.0,-1.0
7,-74.0,-2.0
8,86.0,-4.0
0,-37.0,-3.0
1,85.0,-7.0
2,-80.0,4.0
0,83.0,11.0
1,-79.0,-5.0
2,87.0,3.0
3,-54.0,-1.0
0,-78.0,16.0
1,72.0,2.0
2,-63.0,0.0
0,-80.0,-1.0
1,76.0,-7.0
2,-82.0,4.0
3,79.0,1.0
4,70.0,-33.0
5,-55.0,21.0
6,77.0,-1.0
0,-52.0,-23.0
1,76.0,2.0
2,85.0,10.0
3,-82.0,-15.0
4,-65.0,-5.0
5,78.0,13.0
6,31.0,-29.0
7,74.0,2.0
8,67.0,28.0
9,-75.0,0.0
10,75.0,3.0
0,-78.0,-1.0
1,-66.0,15.0
2,45.0,-9.0
3,73.0,2.0
0,83.0,-3.0
1,-60.0,-18.0
2,49.0,-24.0
3,-73.0,-2.0
0,-42.0,18.0
1,84.0,-8.0
2,-31.0,-25.0
3,40.0,-11.0
4,-70.0,-3.0
0,80.0,1.0
1,36.0,5.0
2,82.0,-10.0
3,-76.0,0.0
4,78.0,1.0
5,73.0,11.0
6,63.0,3.0
0,-68.0,-6.0
1,-45.0,-14.0
2,-69.0,-20.0
0,44.0,-23.0
1,82.0,5.0
2,-62.0,-17.0
3,48.0,-18.0
4,-82.0,2.0
5,78.0,1.0
6,-83.0,10.0
0,-54.0,12.0
1,75.0,-1.0
2,-21.0,0.0
3,-74.0,0.0
0,-70.0,11.0
1,-58.0,2.0
2,44.0,-20.0
0,82.0,-3.0
1,74.0,20.0
2,87.0,1.0
3,-83.0,-3.0
0,55.0,-10.0
1,-47.0,28.0
2,58.0,37.0
0,73.0,-6.0
1,71.0,9.0
2,88.0,-5.0
3,81.0,-4.0
4,62.0,-13.0
5,22.0,-30.0
0,-69.0,-3.0
1,-35.0,-23.0
2,-80.0,10.0
3,-79.0,-4.0
4,-72.0,-7.0
5,-77.0,0.0
6,68.0,-8.0
0,-84.0,-2.0
1,-63.0,-3.0
2,75.0,0.0
3,73.0,2.0
4,-75.0,28.0
0,-85.0,7.0
1,46.0,11.0
2,69.0,1.0
3,-69.0,-3.0
4,73.0,3.0
5,-83.0,5.0
6,-85.0,-5.0
7,78.0,0.0
8,-84.0,3.0
0,80.0,6.0
1,80.0,-9.0
2,85.0,0.0
3,77.0,0.0
4,80.0,-5.0
5,-68.0,11.0
6,-78.0,4.0
7,79.0,1.0
0,79.0,0.0
1,61.0,-22.0
2,-79.0,-6.0
3,71.0,-1.0
0,70.0,-4.0
1,-66.0,28.0
2,-32.0,9.0
3,-81.0,-5.0
4,-58.0,-5.0
5,-82.0,-8.0
0,69.0,-16.0
1,-80.0,-10.0
2,78.0,0.0
3,-80.0,-2.0
4,74.0,27.0
5,76.0,-3.0
6,78.0,-5.0
0,54.0,-35.0
1,81.0,-2.0
2,-48.0,-3.0
3,-79.0,-1.0
0,28.0,-22.0
1,-78.0,-2.0
0,80.0,3.0
1,83.0,11.0
2,87.0,-5.0
3,-81.0,0.0
4,84.0,9.0
0,-83.0,0.0
1,-67.0,0.0
2,-86.0,-3.0
3,-65.0,18.0
4,-68.0,12.0
0,-75.0,3.0
1,67.0,-20.0
2,-79.0,1.0
3,70.0,8.0
4,64.0,7.0
5,85.0,-6.0
6,-66.0,-19.0
7,73.0,-14.0
8,82.0,-26.0
9,76.0,-5.0
10,94.0,28.0
0,69.0,-13.0
1,35.0,15.0
2,-81.0,4.0
3,84.0,3.0
4,71.0,3.0
5,75.0,12.0
6,61.0,-6.0
0,52.0,-24.0
1,80.0,-1.0
2,59.0,0.0
3,86.0,-19.0
4,95.0,-31.0
0,79.0,-1.0
1,70.0,8.0
2,76.0,-1.0
3,-80.0,0.0
4,58.0,12.0
5,-78.0,0.0
0,85.0,8.0
1,77.0,3.0
2,-80.0,3.0
3,-75.0,7.0
4,57.0,20.0
5,73.0,-3.0
6,76.0,7.0
7,-79.0,-19.0
8,78.0,0.0
9,72.0,-13.0
10,78.0,2.0
0,-86.0,-3.0
1,31.0,31.0
2,-48.0,1.0
3,69.0,-13.0
4,71.0,0.0
0,-42.0,23.0
1,-52.0,-30.0
2,61.0,4.0
3,-70.0,7.0
0,-72.0,-12.0
1,-65.0,-29.0
2,67.0,25.0
3,-71.0,-2.0
4,84.0,-4.0
5,76.0,8.0
6,-40.0,16.0
0,78.0,-9.0
1,88.0,5.0
2,81.0,-22.0
3,-79.0,7.0
4,-75.0,3.0
5,-67.0,3.0
6,80.0,-2.0
0,49.0,14.0
1,-40.0,22.0
2,-77.0,14.0
3,-64.0,24.0
4,-71.0,36.0
0,-37.0,-23.0
0,-69.0,0.0
1,-62.0,-4.0
2,63.0,-14.0
3,79.0,-3.0
4,-79.0,7.0
0,-80.0,0.0
1,-78.0,14.0
2,-74.0,3.0
3,76.0,-3.0
0,-81.0,-5.0
1,55.0,-5.0
2,-35.0,4.0
3,75.0,-9.0
4,80.0,-6.0
5,74.0,-1.0
6,84.0,-4.0
0,-76.0,-19.0
1,-78.0,1.0
2,-68.0,-32.0
0,-47.0,34.0
1,-68.0,1.0
2,-63.0,1.0
3,78.0,-2.0
4,-44.0,-25.0
5,56.0,-4.0
6,70.0,14.0
0,71.0,-1.0
1,55.0,-21.0
2,85.0,-3.0
3,69.0,16.0
4,60.0,14.0
5,-81.0,0.0
6,-36.0,-23.0
0,73.0,-10.0
1,-76.0,-10.0
2,66.0,12.0
3,65.0,12.0
4,-70.0,0.0
5,-79.0,-3.0
6,68.0,-8.0
0,78.0,-2.0
1,42.0,10.0
2,-74.0,16.0
3,-84.0,-7.0
4,-52.0,3.0
5,71.0,0.0
0,-79.0,0.0
1,82.0,5.0
2,58.0,1.0
3,40.0,30.0
4,-71.0,-8.0
5,-79.0,9.0
0,-63.0,-20.0
1,70.0,-2.0
2,66.0,-7.0
3,-78.0,0.0
4,-83.0,6.0
5,69.0,20.0
6,84.0,10.0
0,-59.0,-12.0
1,48.0,-27.0
2,86.0,7.0
3,76.0,0.0
4,-73.0,-1.0
0,64.0,15.0
1,-84.0,10.0
2,82.0,-4.0
3,-31.0,40.0
0,-87.0,8.0
1,-81.0,-3.0
2,69.0,1.0
3,-85.0,-6.0
4,-82.0,7.0
5,52.0,12.0
6,30.0,25.0
7,88.0,-15.0
8,-69.0,3.0
9,-83.0,6.0
10,-62.0,0.0
0,78.0,-1.0
1,-82.0,5.0
2,-78.0,2.0
3,39.0,-29.0
4,75.0,0.0
5,-37.0,-23.0
6,75.0,-4.0
7,-78.0,-7.0
8,74.0,-14.0
0,77.0,7.0
1,43.0,18.0
2,-78.0,11.0
0,90.0,8.0
1,84.0,-7.0
2,-81.0,-5.0
3,84.0,-7.0
4,-78.0,-13.0
5,54.0,-3.0
6,34.0,-7.0
0,-72.0,-10.0
1,79.0,-8.0
2,-74.0,-17.0
3,-70.0,-5.0
4,-62.0,-9.0
5,71.0,6.0
6,84.0,12.0
7,-82.0,3.0
8,-85.0,-23.0
0,-84.0,-5.0
1,-81.0,-1.0
2,-61.0,-14.0
0,33.0,16.0
1,25.0,19.0
2,74.0,4.0
3,75.0,-1.0
4,-79.0,3.0
0,-80.0,-6.0
1,70.0,-21.0
2,49.0,24.0
3,83.0,-10.0
4,-78.0,15.0
5,60.0,24.0
6,-74.0,0.0
7,-76.0,14.0
0,61.0,23.0
1,-64.0,-27.0
2,-63.0,-2.0
3,58.0,-12.0
4,-76.0,7.0
0,-77.0,2.0
1,-69.0,-4.0
2,75.0,-10.0
3,-81.0,-16.0
0,82.0,-3.0
1,-81.0,-8.0
2,-77.0,4.0
3,-59.0,-1.0
4,77.0,6.0
5,58.0,30.0
6,-68.0,5.0
7,77.0,-4.0
0,-61.0,17.0
1,37.0,26.0
2,-80.0,3.0
3,-69.0,-1.0
4,76.0,4.0
5,55.0,-27.0
6,81.0,5.0
0,-56.0,22.0
1,-78.0,1.0
2,79.0,3.0
3,73.0,14.0
4,-77.0,17.0
0,76.0,4.0
1,64.0,-5.0
2,-76.0,-13.0
3,67.0,37.0
0,-48.0,11.0
1,78.0,11.0
2,-69.0,0.0
3,63.0,8.0
4,-68.0,-1.0
5,78.0,0.0
6,-75.0,4.0
0,-73.0,13.0
1,68.0,4.0
2,47.0,5.0
3,-51.0,-16.0
4,-85.0,-8.0
5,-79.0,-3.0
6,-69.0,12.0
0,-44.0,21.0
1,65.0,-20.0
2,-63.0,-23.0
3,-70.0,10.0
4,-52.0,19.0
5,-43.0,-5.0
6,37.0,35.0
0,71.0,-25.0
1,81.0,7.0
2,-66.0,3.0
3,81.0,-1.0
4,-70.0,-5.0
5,-86.0,6.0
6,79.0,-1.0
0,69.0,9.0
1,-72.0,-1.0
2,77.0,-6.0
3,85.0,-15.0
4,77.0,6.0
0,88.0,-3.0
1,-58.0,-11.0
2,45.0,26.0
3,-53.0,-4.0
4,-60.0,21.0
5,-83.0,2.0
6,86.0,2.0
7,91.0,-24.0
0,-63.0,38.0
1,71.0,-1.0
2,-81.0,-5.0
3,-79.0,6.0
4,-85.0,-3.0
5,-63.0,11.0
6,-76.0,-4.0
0,70.0,2.0
1,-73.0,3.0
2,-57.0,14.0
3,-65.0,3.0
4,-43.0,-11.0
5,-62.0,-4.0
6,45.0,-3.0
0,70.0,4.0
1,74.0,5.0
2,-65.0,-30.0
3,-79.0,7.0
4,-56.0,5.0
5,-62.0,-26.0
6,81.0,0.0
0,-82.0,-4.0
1,77.0,-4.0
2,53.0,18.0
3,-56.0,16.0
4,53.0,11.0
5,75.0,-7.0
6,-50.0,-6.0
0,-78.0,-10.0
1,-76.0,1.0
2,-35.0,29.0
3,81.0,5.0
4,-45.0,20.0
5,22.0,0.0
0,64.0,8.0
1,-70.0,-4.0
2,84.0,3.0
3,-82.0,0.0
4,82.0,8.0
5,-74.0,-18.0
6,-71.0,-9.0
7,-55.0,0.0
0,-80.0,-2.0
1,-74.0,-6.0
2,-75.0,-2.0
3,-72.0,-12.0
4,78.0,-4.0
5,-86.0,6.0
6,-39.0,16.0
7,76.0,-6.0
8,80.0,-3.0
9,43.0,-7.0
10,84.0,-20.0
11,-75.0,4.0
12,-79.0,-4.0
0,-81.0,-7.0
1,64.0,17.0
2,56.0,25.0
3,-83.0,-6.0
4,-79.0,4.0
5,-86.0,5.0
6,-85.0,-13.0
0,-81.0,-5.0
1,77.0,-1.0
2,-83.0,-10.0
3,-75.0,5.0
4,78.0,5.0
5,74.0,-15.0
0,-83.0,-25.0
1,-66.0,-6.0
2,-64.0,21.0
3,76.0,1.0
0,-49.0,7.0
1,-74.0,-6.0
2,-72.0,6.0
3,-47.0,-34.0
4,-55.0,16.0
0,-62.0,16.0
1,-69.0,10.0
2,-74.0,-16.0
3,57.0,25.0
4,-46.0,-26.0
5,85.0,-12.0
6,70.0,10.0
0,80.0,2.0
1,69.0,4.0
2,-74.0,-12.0
3,-48.0,19.0
4,-46.0,-25.0
5,58.0,21.0
6,-76.0,-3.0
0,54.0,28.0
1,-78.0,1.0
2,79.0,3.0
3,81.0,-3.0
4,-76.0,4.0
0,58.0,0.0
1,63.0,-1.0
2,-79.0,-2.0
3,76.0,-9.0
4,74.0,0.0
5,93.0,23.0
0,-69.0,7.0
1,-55.0,-13.0
2,-70.0,19.0
3,-67.0,-25.0
4,76.0,1.0
5,77.0,0.0
6,-70.0,-5.0
7,66.0,2.0
8,-56.0,-26.0
0,73.0,0.0
1,-78.0,-5.0
2,83.0,-8.0
3,-57.0,-19.0
4,75.0,0.0
0,71.0,13.0
1,-65.0,14.0
2,60.0,0.0
3,-90.0,7.0
4,-52.0,18.0
5,-58.0,-17.0
6,-35.0,25.0
0,73.0,-4.0
1,-81.0,-9.0
2,-75.0,-5.0
3,-85.0,5.0
0,66.0,3.0
1,-80.0,-3.0
2,-55.0,-21.0
3,-65.0,7.0
4,83.0,4.0
5,72.0,0.0
6,-86.0,5.0
0,-95.0,-4.0
1,-77.0,1.0
2,64.0,13.0
0,69.0,-12.0
1,-70.0,-22.0
2,-51.0,-18.0
3,-78.0,-10.0
4,81.0,4.0
5,68.0,-24.0
6,70.0,0.0
7,-53.0,16.0
8,-71.0,7.0
0,41.0,10.0
1,79.0,-6.0
2,-54.0,-5.0
3,85.0,3.0
4,81.0,-4.0
5,82.0,2.0
6,-78.0,-9.0
7,80.0,-1.0
8,78.0,2.0
9,29.0,-23.0
0,-61.0,-27.0
1,86.0,6.0
2,-82.0,7.0
3,-79.0,2.0
4,-60.0,-17.0
5,-78.0,-8.0
6,-62.0,6.0
7,-61.0,25.0
8,-81.0,3.0
0,-81.0,-2.0
1,90.0,11.0
2,-75.0,0.0
3,-82.0,-5.0
4,-52.0,-32.0
0,-41.0,20.0
1,64.0,16.0
2,79.0,5.0
3,13.0,-33.0
0,83.0,-5.0
1,79.0,3.0
2,54.0,-15.0
3,-61.0,1.0
4,-76.0,-4.0
5,45.0,-12.0
0,-91.0,-5.0
1,79.0,4.0
2,-80.0,-3.0
3,-64.0,-5.0
4,51.0,-23.0
5,-69.0,7.0
6,-36.0,12.0
7,-65.0,-1.0
0,75.0,-12.0
1,-40.0,-2.0
2,75.0,-3.0
3,-81.0,3.0
4,-75.0,8.0
0,-54.0,-8.0
1,75.0,-2.0
2,-81.0,-6.0
3,-79.0,2.0
4,-64.0,-27.0
0,81.0,-16.0
1,70.0,6.0
2,-53.0,-10.0
3,-81.0,-4.0
4,-81.0,4.0
5,-76.0,-5.0
0,-73.0,-11.0
1,75.0,-6.0
2,59.0,0.0
3,-73.0,1.0
4,69.0,4.0
5,73.0,3.0
6,-76.0,-14.0
0,-84.0,-13.0
1,83.0,-4.0
2,-75.0,0.0
3,63.0,-7.0
4,-72.0,5.0
5,51.0,0.0
6,-83.0,1.0
7,-55.0,20.0
8,81.0,14.0
9,-80.0,1.0
10,74.0,3.0
11,-43.0,-26.0
0,63.0,0.0
1,81.0,-4.0
2,56.0,16.0
3,-81.0,-33.0
4,-78.0,-3.0
5,78.0,2.0
6,63.0,10.0
0,85.0,12.0
1,-74.0,1.0
2,-86.0,-5.0
3,-74.0,3.0
4,60.0,-4.0
5,76.0,2.0
6,-91.0,18.0
0,81.0,0.0
1,-81.0,-1.0
2,-83.0,-5.0
3,82.0,2.0
4,-58.0,14.0
5,85.0,6.0
6,-82.0,5.0
7,11.0,-37.0
0,87.0,3.0
1,54.0,-23.0
2,66.0,17.0
3,-86.0,5.0
4,-84.0,4.0
0,-64.0,21.0
1,-85.0,-21.0
2,82.0,2.0
3,32.0,-19.0
4,-35.0,-4.0
5,78.0,20.0
6,-72.0,11.0
7,85.0,9.0
8,74.0,-7.0
0,77.0,0.0
1,66.0,24.0
2,-79.0,-1.0
3,-83.0,-10.0
4,-75.0,-12.0
5,82.0,-5.0
6,35.0,2.0
7,-79.0,-5.0
8,51.0,23.0
0,-72.0,0.0
1,-36.0,2.0
2,-43.0,-1.0
3,37.0,14.0
4,62.0,-10.0
5,-47.0,27.0
6,-82.0,1.0
7,78.0,5.0
8,-83.0,-7.0
9,-79.0,5.0
0,30.0,5.0
1,57.0,-3.0
2,79.0,0.0
0,-43.0,-23.0
1,74.0,2.0
2,86.0,-5.0
3,72.0,1.0
4,82.0,-4.0
5,84.0,-5.0
6,-72.0,-2.0
0,-57.0,15.0
1,-71.0,-11.0
2,-58.0,-16.0
3,45.0,-20.0
