away,away_id,d_team,goalie,home,home_id,period,pp_status,scorer,type,x,y
3,1,2,8470860,1,2,2,even,8476923,GOAL,42.0,8.0
4,1,2,8470860,1,2,2,even,8475791,GOAL,77.0,9.0
1,4,3,8468685,0,3,1,even,8475738,GOAL,85.0,-4.0
1,4,4,8470880,1,3,1,even,8470041,GOAL,-70.0,-2.0
1,4,4,8470880,2,3,1,pp,8476468,GOAL,-76.0,1.0
1,4,4,8470880,3,3,1,sh,8474008,GOAL,-74.0,-1.0
1,4,4,8470880,4,3,2,even,8473546,GOAL,67.0,3.0
1,4,4,8470880,5,3,2,even,8470041,GOAL,64.0,-20.0
0,25,25,8471750,1,17,1,even,8470110,GOAL,-51.0,3.0
1,25,17,8470657,1,17,1,even,8476889,GOAL,71.0,6.0
2,25,17,8470657,1,17,1,pp,8469455,GOAL,37.0,-8.0
2,25,25,8471750,2,17,2,even,8476960,GOAL,85.0,5.0
3,25,17,8470657,2,17,2,sh,8469455,GOAL,-76.0,-11.0
4,25,17,8470657,2,17,3,even,8471691,GOAL,82.0,4.0
0,54,54,8470594,1,18,3,pp,8477942,GOAL,79.0,15.0
1,28,53,8477293,0,53,1,pp,8466138,GOAL,-80.0,-9.0
2,28,53,8477293,0,53,2,even,8474571,GOAL,59.0,-19.0
2,28,28,8477180,1,53,2,even,8476921,GOAL,-78.0,3.0
2,28,28,8477180,2,53,3,even,8470755,GOAL,79.0,-4.0
1,8,6,8471695,0,6,1,even,8480143,GOAL,-70.0,0.0
1,8,8,8471679,1,6,1,even,8477956,GOAL,65.0,24.0
1,8,8,8471679,2,6,2,even,8475727,GOAL,-88.0,14.0
1,8,8,8471679,3,6,3,pp,8473419,GOAL,76.0,-1.0
1,5,24,8476434,0,24,1,even,8471215,GOAL,-64.0,10.0
1,5,5,8477465,1,24,2,even,8476483,GOAL,-78.0,0.0
1,5,5,8477465,2,24,2,even,8474641,GOAL,-83.0,6.0
1,5,5,8477465,3,24,2,sh,8475780,GOAL,-81.0,3.0
1,5,5,8477465,4,24,2,even,8478131,GOAL,-82.0,-6.0
2,5,24,8476434,4,24,3,pp,8473548,GOAL,-65.0,20.0
3,5,24,8476434,4,24,3,sh,8477404,GOAL,-73.0,-10.0
0,15,15,8474651,1,1,1,even,8471226,GOAL,78.0,2.0
1,15,1,8476234,1,1,1,even,8475792,GOAL,-81.0,6.0
1,15,15,8474651,2,1,2,pp,8472382,GOAL,-82.0,7.0
1,15,15,8474651,3,1,2,even,8477425,GOAL,-77.0,4.0
2,15,1,8476234,3,1,2,even,8475200,GOAL,58.0,26.0
3,15,1,8476234,3,1,3,even,8475792,GOAL,-71.0,0.0
3,15,15,8474651,4,1,4,even,8475791,GOAL,-78.0,7.0
0,6,6,8471418,1,2,1,even,8474586,GOAL,70.0,-9.0
1,6,2,8470860,1,2,1,even,8470638,GOAL,-72.0,3.0
2,6,2,8470860,1,2,2,even,8475727,GOAL,79.0,0.0
3,6,2,8470860,1,2,2,pp,8470638,GOAL,76.0,-14.0
4,6,2,8470860,1,2,3,even,8470638,GOAL,-75.0,-1.0
4,6,6,8471418,2,2,3,even,8475166,GOAL,85.0,9.0
0,7,7,8475215,1,3,1,even,8470041,GOAL,-66.0,2.0
1,7,3,8468685,1,3,1,pp,8473449,GOAL,78.0,-14.0
1,7,7,8475215,2,3,2,even,8476468,GOAL,72.0,-13.0
2,7,3,8468685,2,3,2,even,8473992,GOAL,-45.0,16.0
2,7,7,8475215,3,3,3,even,8470041,GOAL,-81.0,5.0
3,7,3,8468685,3,3,3,pp,8477499,GOAL,37.0,0.0
3,7,7,8475215,4,3,3,even,8477402,GOAL,-79.0,-2.0
1,10,4,8473607,0,4,2,sh,8477015,GOAL,-78.0,-1.0
2,10,4,8473607,0,4,2,even,8477512,GOAL,-81.0,-3.0
2,10,10,8475883,1,4,3,even,8479974,GOAL,-81.0,-7.0
2,10,10,8475883,2,4,3,sh,8474190,GOAL,-77.0,-10.0
2,10,10,8475883,3,4,4,even,8476461,GOAL,67.0,15.0
0,25,25,8471750,1,29,1,even,8475147,GOAL,68.0,-4.0
1,25,29,8476914,1,29,3,pp,8471228,GOAL,-35.0,-29.0
1,19,9,8467950,0,9,2,sh,8475765,GOAL,78.0,-11.0
2,19,9,8467950,0,9,2,even,8474565,GOAL,67.0,-37.0
3,19,9,8467950,0,9,2,even,8475170,GOAL,76.0,-9.0
3,19,19,8475622,1,9,2,even,8471676,GOAL,-42.0,24.0
1,54,14,8476883,0,14,1,even,8471707,GOAL,-72.0,5.0
2,54,14,8476883,0,14,1,even,8477220,GOAL,-39.0,24.0
2,54,54,8470594,1,14,2,pp,8476292,GOAL,-74.0,6.0
3,54,14,8476883,1,14,2,even,8474102,GOAL,66.0,-4.0
4,54,14,8476883,1,14,3,even,8476448,GOAL,-54.0,29.0
0,53,53,8477293,1,18,2,sh,8468486,GOAL,-79.0,-2.0
1,53,18,8471469,1,18,2,even,8475171,GOAL,78.0,0.0
2,53,18,8471469,1,18,3,even,8477943,GOAL,-56.0,17.0
2,53,53,8477293,2,18,3,even,8475176,GOAL,41.0,1.0
0,28,28,8474889,1,21,1,even,8477492,GOAL,-57.0,-10.0
0,28,28,8474889,2,21,1,pp,8477492,GOAL,-52.0,-24.0
0,28,28,8474889,3,21,1,even,8471262,GOAL,-78.0,-9.0
0,28,28,8474889,4,21,2,sh,8478420,GOAL,34.0,-5.0
1,28,21,8473541,4,21,2,pp,8478414,GOAL,-78.0,2.0
2,28,21,8473541,4,21,3,even,8471709,GOAL,78.0,1.0
3,28,21,8473541,4,21,3,even,8466138,GOAL,70.0,7.0
3,28,28,8474889,5,21,3,even,8476442,GOAL,-81.0,-4.0
1,5,26,8471734,0,26,1,even,8471887,GOAL,61.0,-36.0
1,5,5,8479193,1,26,2,even,8477960,GOAL,76.0,6.0
2,5,26,8471734,1,26,3,even,8471215,GOAL,78.0,2.0
3,5,26,8471734,1,26,3,even,8471887,GOAL,78.0,-20.0
0,54,54,8476876,1,13,1,even,8473465,GOAL,-73.0,-3.0
1,54,13,8473503,1,13,1,even,8474102,GOAL,72.0,29.0
1,54,54,8476876,2,13,1,sh,8477493,GOAL,-83.0,-5.0
2,54,13,8473503,2,13,2,even,8476448,GOAL,-78.0,7.0
2,54,54,8476876,3,13,3,even,8474149,GOAL,-79.0,10.0
3,54,13,8473503,3,13,3,even,8471707,GOAL,64.0,-16.0
3,54,54,8476876,4,13,4,even,8477932,GOAL,58.0,3.0
1,8,15,8475831,0,15,2,pp,8474157,GOAL,-64.0,-24.0
1,8,8,8474550,1,15,2,pp,8474590,GOAL,40.0,-7.0
2,8,15,8475831,1,15,3,even,8474038,GOAL,68.0,5.0
3,8,8,8474550,2,15,3,even,8474189,GOAL,-50.0,34.0
0,26,26,8471734,1,24,3,even,8474641,GOAL,82.0,-3.0
1,26,24,8476434,1,24,3,even,8480113,GOAL,-79.0,-4.0
1,26,26,8471734,2,24,3,even,8470616,GOAL,43.0,27.0
1,25,7,8475215,0,7,1,even,8477461,GOAL,-78.0,3.0
2,25,7,8475215,0,7,1,pp,8477406,GOAL,-81.0,-1.0
3,25,7,8475215,0,7,2,even,8477406,GOAL,61.0,27.0
3,25,25,8470140,1,7,2,pp,8477933,GOAL,-82.0,-5.0
4,25,7,8475215,1,7,2,even,8473994,GOAL,75.0,-2.0
5,25,7,8473434,1,7,2,even,8476902,GOAL,60.0,32.0
6,25,7,8473434,1,7,2,even,8476889,GOAL,79.0,-5.0
7,25,7,8473434,1,7,3,even,8475752,GOAL,-68.0,6.0
0,1,1,8476234,1,4,1,even,8478439,GOAL,-58.0,18.0
0,1,1,8476234,2,4,1,even,8470047,GOAL,-69.0,6.0
0,1,1,8476234,3,4,1,even,8478500,GOAL,-79.0,-5.0
1,1,4,8473607,3,4,2,pp,8479407,GOAL,-49.0,18.0
0,3,3,8468685,1,21,1,even,8473446,GOAL,-79.0,-8.0
0,3,3,8468685,2,21,2,even,8477492,GOAL,48.0,1.0
1,3,21,8473541,2,21,2,pp,8477402,GOAL,-71.0,1.0
0,52,52,8476945,1,20,1,pp,8474673,GOAL,-67.0,7.0
1,52,20,8469608,1,20,2,even,8473618,GOAL,-80.0,3.0
0,6,6,8471695,1,8,2,even,8474157,GOAL,76.0,4.0
1,6,8,8471679,1,8,2,even,8477956,GOAL,-84.0,-35.0
2,6,8,8471679,1,8,2,even,8476792,GOAL,-67.0,-21.0
3,6,8,8471679,1,8,3,even,8477956,GOAL,82.0,3.0
1,10,9,8467950,0,9,1,even,8475786,GOAL,-80.0,4.0
1,10,10,8475883,1,9,2,pp,8474578,GOAL,-70.0,18.0
1,10,10,8475883,2,9,2,even,8474884,GOAL,-66.0,-6.0
1,10,10,8475883,3,9,2,sh,8471768,GOAL,-67.0,-10.0
2,10,9,8467950,3,9,3,even,8479318,GOAL,-83.0,-2.0
3,10,9,8467950,3,9,3,pp,8478483,GOAL,-80.0,-7.0
4,10,9,8467950,3,9,3,even,8476941,GOAL,-34.0,5.0
1,12,17,8470657,0,17,1,pp,8477496,GOAL,80.0,-5.0
1,12,12,8470320,1,17,1,pp,8475193,GOAL,-57.0,22.0
2,12,17,8470657,1,17,3,pp,8477496,GOAL,82.0,-5.0
3,12,17,8470657,1,17,3,even,8468508,GOAL,65.0,17.0
1,53,19,8475622,0,19,1,even,8474736,GOAL,-76.0,8.0
2,53,19,8475622,0,19,1,even,8477989,GOAL,-76.0,5.0
3,53,19,8475622,0,19,1,even,8477989,GOAL,-76.0,1.0
4,53,19,8474596,0,19,1,even,8477943,GOAL,-67.0,-33.0
5,53,19,8474596,0,19,2,pp,8478432,GOAL,76.0,7.0
5,53,53,8477293,1,19,2,pp,8475170,GOAL,-68.0,17.0
5,53,53,8477293,2,19,3,pp,8470257,GOAL,84.0,-10.0
0,13,13,8474667,1,18,1,even,8477942,GOAL,78.0,7.0
1,13,18,8471469,1,18,1,pp,8476389,GOAL,-82.0,-5.0
2,13,18,8471469,1,18,1,even,8468001,GOAL,-79.0,-2.0
2,13,13,8474667,2,18,2,even,8474009,GOAL,-78.0,0.0
2,13,13,8474667,3,18,2,even,8477942,GOAL,-67.0,-1.0
2,13,13,8474667,4,18,2,even,8474056,GOAL,-40.0,26.0
3,13,18,8471469,4,18,3,even,8471735,GOAL,-15.0,-35.0
1,5,28,8477180,0,28,1,even,8477839,GOAL,-79.0,8.0
1,5,5,8479193,1,28,1,even,8478414,GOAL,64.0,16.0
1,5,5,8479193,2,28,3,pp,8476881,GOAL,75.0,5.0
0,2,2,8470860,1,16,1,even,8474141,GOAL,-58.0,22.0
1,2,16,8476341,1,16,1,pp,8478463,GOAL,83.0,-4.0
2,2,16,8476341,1,16,1,even,8474586,GOAL,83.0,-13.0
3,2,16,8476341,1,16,1,even,8477506,GOAL,66.0,-18.0
4,2,16,8476341,1,16,2,pp,8478463,GOAL,-80.0,0.0
4,2,2,8470860,2,16,2,even,8476979,GOAL,70.0,8.0
5,2,16,8476341,2,16,3,even,8475754,GOAL,82.0,-6.0
5,2,2,8470860,3,16,3,even,8474141,GOAL,-79.0,-15.0
6,2,16,8471301,3,16,3,even,8475314,GOAL,80.0,-5.0
7,2,16,8471301,3,16,3,even,8475166,GOAL,54.0,7.0
0,14,14,8476883,1,30,1,pp,8474716,GOAL,-38.0,-23.0
0,14,14,8476883,2,30,1,even,8470610,GOAL,-53.0,-3.0
0,14,14,8476883,3,30,2,even,8475613,GOAL,70.0,-11.0
1,14,30,8471227,3,30,2,even,8478010,GOAL,-45.0,-1.0
1,14,14,8476883,4,30,3,even,8475220,GOAL,-48.0,-4.0
2,14,30,8471227,4,30,3,pp,8478010,GOAL,58.0,-2.0
0,23,23,8474593,1,22,1,even,8474034,GOAL,82.0,3.0
0,23,23,8474593,2,22,1,even,8476915,GOAL,81.0,-3.0
1,23,22,8475660,2,22,2,pp,8467875,GOAL,72.0,1.0
2,23,22,8475660,2,22,2,even,8474091,GOAL,74.0,-18.0
2,23,23,8474593,3,22,2,even,8479344,GOAL,-80.0,3.0
2,23,23,8474593,4,22,3,even,8477934,GOAL,62.0,-13.0
1,4,15,8474651,0,15,2,even,8477290,GOAL,-67.0,-16.0
1,4,4,8470880,1,15,2,pp,8471214,GOAL,55.0,25.0
2,4,15,8474651,1,15,4,even,8478439,GOAL,-63.0,-3.0
1,54,12,8474152,0,12,1,even,8477930,GOAL,73.0,-4.0
2,54,12,8474152,0,12,1,pp,8476525,GOAL,36.0,-3.0
3,54,12,8474152,0,12,1,even,8476539,GOAL,73.0,-18.0
3,54,54,8470594,1,12,1,pp,8476958,GOAL,-61.0,-22.0
4,54,12,8470320,1,12,2,pp,8471707,GOAL,-84.0,-9.0
5,54,12,8470320,1,12,3,even,8476894,GOAL,80.0,1.0
0,23,23,8475195,1,52,1,even,8479339,GOAL,-70.0,-5.0
1,28,24,8476434,0,24,1,even,8471709,GOAL,-78.0,2.0
2,28,24,8476434,0,24,2,even,8478099,GOAL,78.0,-14.0
3,28,24,8476434,0,24,2,pp,8474571,GOAL,64.0,-15.0
3,28,28,8477180,1,24,2,pp,8476483,GOAL,-84.0,-8.0
3,28,28,8477180,2,24,3,even,8470612,GOAL,81.0,5.0
4,28,24,8476434,2,24,3,pp,8466138,GOAL,-49.0,-14.0
5,28,24,8476434,2,24,3,even,8474571,GOAL,-58.0,-11.0
6,28,24,8468011,2,24,3,even,8477922,GOAL,-58.0,17.0
1,3,26,8471734,0,26,1,pp,8471976,GOAL,70.0,-26.0
2,3,26,8471734,0,26,1,even,8476918,GOAL,78.0,-1.0
2,3,3,8468685,1,26,2,sh,8474162,GOAL,43.0,25.0
2,3,3,8468685,2,26,2,pp,8478020,GOAL,69.0,-6.0
2,3,3,8468685,3,26,2,pp,8476871,GOAL,80.0,-2.0
1,21,10,8475883,0,10,1,even,8475268,GOAL,84.0,-3.0
1,21,21,8473541,1,10,2,even,8466139,GOAL,54.0,16.0
1,21,21,8473541,2,10,2,even,8479318,GOAL,75.0,10.0
2,21,10,8475883,2,10,2,even,8476855,GOAL,-71.0,15.0
3,21,10,8475883,2,10,3,even,8471260,GOAL,75.0,6.0
1,17,1,8471239,0,1,1,even,8477479,GOAL,-81.0,-8.0
2,17,1,8471239,0,1,2,even,8471266,GOAL,53.0,32.0
3,17,1,8471239,0,1,3,even,8477946,GOAL,-69.0,-14.0
0,9,9,8477237,1,30,1,even,8470610,GOAL,-83.0,6.0
1,9,30,8471774,1,30,2,even,8475168,GOAL,-76.0,0.0
1,9,9,8477237,2,30,3,even,8475722,GOAL,-82.0,-5.0
1,9,9,8477237,3,30,3,pp,8475798,GOAL,-79.0,-5.0
1,14,16,8471301,0,16,2,sh,8470543,GOAL,-86.0,-8.0
2,14,16,8471301,0,16,3,even,8476826,GOAL,49.0,17.0
0,7,7,8473434,1,20,1,pp,8479314,GOAL,-85.0,-7.0
1,7,20,8469608,1,20,1,even,8476293,GOAL,55.0,-2.0
2,7,20,8469608,1,20,4,even,8478403,GOAL,-52.0,-29.0
0,2,2,8470860,1,53,1,even,8476393,GOAL,84.0,-10.0
1,2,53,8477293,1,53,2,even,8478463,GOAL,89.0,-8.0
1,2,2,8470860,2,53,2,even,8477943,GOAL,-76.0,2.0
2,2,53,8477293,2,53,3,even,8478463,GOAL,-62.0,15.0
2,2,2,8470860,3,53,4,even,8476393,GOAL,-79.0,3.0
1,1,6,8471695,0,6,2,even,8477425,GOAL,42.0,-19.0
1,1,1,8471239,1,6,2,even,8474062,GOAL,-83.0,-17.0
2,1,6,8471695,1,6,2,even,8476923,GOAL,68.0,10.0
2,1,1,8471239,2,6,2,even,8470638,GOAL,-52.0,7.0
2,1,1,8471239,3,6,2,even,8473419,GOAL,-72.0,15.0
1,12,5,8479193,0,5,2,even,8478585,GOAL,84.0,6.0
1,12,12,8470320,1,5,2,even,8478866,GOAL,-54.0,25.0
1,12,12,8470320,2,5,2,even,8477520,GOAL,-78.0,3.0
1,12,12,8470320,3,5,3,even,8477404,GOAL,79.0,-3.0
0,21,21,8473541,1,8,2,even,8475235,GOAL,65.0,-4.0
0,21,21,8473541,2,8,2,pp,8476851,GOAL,70.0,-21.0
0,21,21,8473541,3,8,3,even,8477494,GOAL,-81.0,-2.0
1,21,8,8471679,3,8,3,even,8477492,GOAL,39.0,-7.0
2,21,8,8471679,4,8,3,even,8477456,GOAL,68.0,20.0
0,4,4,8470880,1,17,1,even,8470318,GOAL,-30.0,-36.0
1,4,17,8475852,1,17,2,even,8473584,GOAL,-32.0,13.0
2,4,17,8475852,1,17,2,pp,8474161,GOAL,-76.0,8.0
2,4,4,8470880,2,17,3,even,8470144,GOAL,-78.0,8.0
3,4,17,8475852,2,17,4,even,8478439,GOAL,-62.0,20.0
0,9,9,8467950,1,19,1,even,8471743,GOAL,62.0,-1.0
0,9,9,8467950,2,19,3,even,8475765,GOAL,49.0,35.0
1,14,18,8477424,0,18,1,even,8470543,GOAL,-60.0,9.0
1,14,14,8475839,1,18,1,pp,8475176,GOAL,63.0,-3.0
1,14,14,8475839,2,18,1,even,8478042,GOAL,-12.0,6.0
2,14,18,8477424,2,18,1,even,8476480,GOAL,-81.0,-3.0
2,14,14,8475839,3,18,2,pp,8474056,GOAL,-54.0,-20.0
3,14,18,8477424,3,18,3,even,8474564,GOAL,-68.0,-21.0
4,14,18,8477424,3,18,4,even,8476826,GOAL,85.0,7.0
0,13,13,8474667,1,25,1,sh,8476913,GOAL,-78.0,5.0
0,13,13,8474667,2,25,2,even,8473994,GOAL,82.0,-7.0
0,13,13,8474667,3,25,2,pp,8471228,GOAL,82.0,-5.0
1,13,25,8471750,3,25,2,pp,8477932,GOAL,-80.0,-8.0
1,13,13,8474667,4,25,3,even,8477406,GOAL,-86.0,7.0
1,13,13,8474667,5,25,3,even,8471228,GOAL,-79.0,5.0
1,13,13,8474667,6,25,3,even,8475752,GOAL,-77.0,-3.0
1,7,22,8475660,0,22,1,pp,8477933,GOAL,-80.0,0.0
2,7,22,8475660,0,22,2,even,8475158,GOAL,81.0,0.0
3,7,22,8475660,0,22,2,even,8476878,GOAL,80.0,3.0
4,7,22,8475660,0,22,2,pp,8478403,GOAL,46.0,25.0
5,7,22,8471219,0,22,2,pp,8475158,GOAL,59.0,5.0
0,26,26,8471734,1,23,1,even,8470626,GOAL,-80.0,-4.0
0,26,26,8471734,2,23,1,even,8470626,GOAL,-74.0,-7.0
0,26,26,8471734,3,23,1,even,8470598,GOAL,-43.0,24.0
1,26,23,8474593,3,23,1,even,8480113,GOAL,71.0,0.0
1,26,26,8471734,4,23,1,pp,8476466,GOAL,-82.0,8.0
1,26,26,8471734,5,23,2,pp,8478444,GOAL,78.0,6.0
2,26,23,8474593,5,23,2,pp,8471685,GOAL,-48.0,-21.0
2,26,26,8475311,6,23,2,pp,8478444,GOAL,53.0,-11.0
0,29,29,8475683,1,54,1,even,8476448,GOAL,-82.0,-1.0
1,29,54,8470594,1,54,1,even,8478906,GOAL,55.0,-1.0
2,29,54,8470594,1,54,2,even,8476981,GOAL,-84.0,-6.0
2,29,29,8475683,2,54,2,sh,8476525,GOAL,39.0,3.0
2,29,29,8475683,3,54,2,even,8476779,GOAL,48.0,25.0
2,29,29,8475683,4,54,2,even,8471707,GOAL,76.0,6.0
2,29,29,8475683,5,54,3,sh,8476448,GOAL,-71.0,7.0
3,29,54,8470594,5,54,3,even,8474685,GOAL,63.0,20.0
0,3,3,8468685,1,24,1,even,8476806,GOAL,61.0,36.0
1,3,24,8476434,1,24,1,pp,8470041,GOAL,-84.0,7.0
1,3,3,8468685,2,24,1,pp,8470621,GOAL,73.0,0.0
2,3,24,8476434,2,24,1,even,8470041,GOAL,-76.0,1.0
2,3,3,8468685,3,24,1,even,8471699,GOAL,72.0,-10.0
2,3,3,8471715,4,24,1,sh,8474641,GOAL,81.0,15.0
3,3,24,8476434,4,24,2,sh,8473546,GOAL,77.0,3.0
3,3,3,8471715,5,24,3,pp,8476483,GOAL,87.0,8.0
1,52,28,8477180,0,28,1,even,8473618,GOAL,-78.0,1.0
2,52,28,8477180,0,28,1,even,8476469,GOAL,-69.0,-1.0
3,52,28,8477180,0,28,1,even,8473412,GOAL,-67.0,2.0
3,52,52,8476945,1,28,1,even,8470794,GOAL,60.0,1.0
3,52,52,8476945,2,28,2,even,8474053,GOAL,-76.0,-8.0
3,52,52,8476945,3,28,2,pp,8476919,GOAL,-70.0,26.0
4,52,28,8477180,3,28,3,even,8476469,GOAL,-59.0,32.0
4,52,52,8476945,4,28,3,even,8478414,GOAL,70.0,0.0
5,52,28,8477180,4,28,4,even,8473412,GOAL,81.0,-4.0
0,10,10,8475883,1,16,1,pp,8470607,GOAL,-62.0,8.0
1,10,16,8471301,1,16,1,even,8478483,GOAL,82.0,3.0
2,10,16,8471301,1,16,3,sh,8475172,GOAL,82.0,-7.0
2,10,10,8475883,2,16,3,pp,8477951,GOAL,-85.0,5.0
3,10,16,8471301,2,16,4,pp,8477939,GOAL,-83.0,-8.0
0,26,26,8475311,1,20,1,even,8477497,GOAL,-81.0,-8.0
1,26,20,8469608,1,20,3,pp,8474162,GOAL,46.0,-1.0
2,26,20,8469608,1,20,4,even,8476871,GOAL,-69.0,16.0
1,18,1,8478965,0,1,2,even,8474056,GOAL,34.0,28.0
2,18,1,8478965,0,1,3,even,8475218,GOAL,-78.0,-8.0
3,18,1,8478965,0,1,3,sh,8478042,GOAL,-54.0,18.0
1,14,4,8473607,0,4,2,pp,8478010,GOAL,-76.0,-1.0
2,14,4,8473607,0,4,2,even,8476826,GOAL,-84.0,-5.0
3,14,4,8473607,0,4,2,sh,8471339,GOAL,-82.0,4.0
3,14,14,8476883,1,4,3,pp,8478439,GOAL,-62.0,2.0
4,14,4,8473607,1,4,3,even,8476480,GOAL,66.0,-15.0
5,14,4,8473607,1,4,3,even,8476480,GOAL,78.0,2.0
0,30,30,8471227,1,5,1,even,8478866,GOAL,63.0,-12.0
0,30,30,8471227,2,5,1,pp,8471215,GOAL,94.0,-7.0
0,30,30,8471227,3,5,2,even,8474176,GOAL,-76.0,1.0
0,30,30,8471227,4,5,2,even,8475208,GOAL,-73.0,-2.0
0,30,30,8471774,5,5,3,pp,8471215,GOAL,69.0,-19.0
0,30,30,8471774,6,5,3,even,8478866,GOAL,67.0,-5.0
1,30,5,8479193,6,5,3,even,8470595,GOAL,-66.0,-4.0
2,30,5,8479193,6,5,3,pp,8475798,GOAL,-80.0,-7.0
3,30,5,8479193,6,5,3,even,8476463,GOAL,-38.0,9.0
1,12,8,8471679,0,8,1,even,8476882,GOAL,77.0,-1.0
2,12,8,8471679,0,8,1,pp,8473533,GOAL,79.0,5.0
2,12,12,8470320,1,8,2,even,8476948,GOAL,85.0,-6.0
2,12,12,8470320,2,8,2,even,8475848,GOAL,58.0,-2.0
3,12,8,8471679,2,8,2,even,8475784,GOAL,-88.0,5.0
4,12,8,8471679,2,8,2,even,8476882,GOAL,-78.0,0.0
4,12,12,8470320,3,8,2,even,8476948,GOAL,66.0,12.0
4,12,12,8470320,4,8,2,even,8473507,GOAL,77.0,-16.0
5,12,8,8471679,4,8,2,even,8478585,GOAL,-74.0,0.0
5,12,12,8470320,5,8,3,pp,8474157,GOAL,-67.0,-1.0
6,12,8,8471679,5,8,3,even,8468508,GOAL,76.0,3.0
0,6,6,8471695,1,9,1,even,8478469,GOAL,69.0,-38.0
1,6,9,8477237,1,9,2,pp,8478046,GOAL,62.0,11.0
2,6,9,8477237,1,9,3,sh,8477213,GOAL,-72.0,-2.0
2,6,6,8471695,2,9,3,even,8476288,GOAL,77.0,3.0
3,6,9,8477237,2,9,3,even,8478498,GOAL,-77.0,36.0
1,16,17,8470657,0,17,1,even,8479337,GOAL,68.0,-10.0
2,16,17,8470657,0,17,1,even,8477407,GOAL,60.0,4.0
3,16,17,8470657,0,17,1,even,8476994,GOAL,68.0,5.0
4,16,17,8475852,0,17,2,even,8479337,GOAL,-73.0,10.0
4,16,16,8476341,1,17,3,pp,8477511,GOAL,-77.0,-3.0
0,15,15,8474651,1,13,1,even,8478843,GOAL,-53.0,-3.0
1,15,13,8474667,1,13,1,pp,8473563,GOAL,73.0,5.0
1,15,15,8474651,2,13,2,even,8478843,GOAL,78.0,7.0
2,15,13,8474667,2,13,2,even,8471214,GOAL,-74.0,-13.0
3,15,13,8474667,2,13,2,even,8474590,GOAL,-61.0,-3.0
4,15,13,8474667,2,13,3,pp,8475792,GOAL,46.0,14.0
0,21,21,8473541,1,19,1,pp,8471669,GOAL,82.0,-9.0
0,21,21,8473541,2,19,2,pp,8475170,GOAL,-60.0,23.0
1,21,19,8475622,2,19,2,even,8477021,GOAL,75.0,-3.0
1,21,21,8473541,3,19,3,even,8470257,GOAL,77.0,-15.0
1,10,25,8471750,0,25,1,even,8475172,GOAL,78.0,-7.0
2,10,25,8471750,0,25,2,even,8475786,GOAL,-82.0,-1.0
3,10,25,8471750,0,25,2,pp,8475172,GOAL,-61.0,-31.0
3,10,10,8470147,1,25,2,even,8475794,GOAL,63.0,1.0
4,10,25,8471750,1,25,3,even,8479318,GOAL,58.0,-14.0
1,20,22,8475660,0,22,1,even,8479314,GOAL,-77.0,-5.0
2,20,22,8475660,0,22,1,even,8470966,GOAL,-32.0,21.0
2,20,20,8479496,1,22,2,even,8475869,GOAL,-62.0,28.0
2,20,20,8479496,2,22,2,even,8475178,GOAL,-85.0,-4.0
2,20,20,8479496,3,22,3,even,8475869,GOAL,64.0,-2.0
3,20,22,8475660,3,22,3,even,8479314,GOAL,-84.0,3.0
1,29,53,8477293,0,53,3,even,8477505,GOAL,-37.0,-3.0
1,29,29,8475683,1,53,3,pp,8477943,GOAL,85.0,-7.0
2,29,53,8477293,1,53,3,even,8474715,GOAL,-80.0,4.0
1,7,23,8474593,0,23,1,even,8477933,GOAL,83.0,11.0
2,7,23,8474593,0,23,2,even,8477491,GOAL,-79.0,-5.0
3,7,23,8474593,0,23,3,even,8473449,GOAL,87.0,3.0
1,2,54,8470594,0,54,2,even,8477527,GOAL,-78.0,16.0
2,2,54,8470594,0,54,3,even,8474586,GOAL,72.0,2.0
2,2,2,8470860,1,54,3,pp,8475287,GOAL,-63.0,0.0
1,52,24,8476434,0,24,1,even,8479339,GOAL,-80.0,-1.0
1,52,52,8476945,1,24,1,even,8474641,GOAL,76.0,-7.0
1,52,52,8476945,2,24,2,even,8477941,GOAL,-82.0,4.0
2,52,24,8476434,2,24,2,even,8479293,GOAL,79.0,1.0
2,52,52,8476945,3,24,3,even,8470616,GOAL,70.0,-33.0
3,52,24,8476434,3,24,3,even,8478458,GOAL,-55.0,21.0
1,3,28,8477180,0,28,1,even,8475763,GOAL,-52.0,-23.0
1,3,3,8471715,1,28,1,even,8476624,GOAL,76.0,2.0
1,3,3,8471715,2,28,1,even,8474053,GOAL,85.0,10.0
2,3,28,8477180,2,28,1,even,8475855,GOAL,-82.0,-15.0
2,3,3,8471715,3,28,2,even,8474053,GOAL,-65.0,-5.0
3,3,28,8477180,3,28,2,even,8474151,GOAL,78.0,13.0
4,3,28,8477180,3,28,2,pp,8474151,GOAL,31.0,-29.0
5,3,28,8477180,3,28,2,sh,8476869,GOAL,74.0,2.0
5,3,3,8471715,4,28,3,sh,8471709,GOAL,67.0,28.0
6,3,28,8477180,4,28,3,even,8476468,GOAL,-75.0,0.0
6,3,3,8471715,5,28,3,even,8476881,GOAL,75.0,3.0
1,24,6,8471418,0,6,1,even,8475164,GOAL,-78.0,-1.0
2,24,6,8471418,0,6,1,pp,8474641,GOAL,-66.0,15.0
2,24,24,8468011,1,6,3,even,8475727,GOAL,45.0,-9.0
1,1,7,8475215,0,7,2,even,8477425,GOAL,83.0,-3.0
2,1,7,8475215,0,7,3,even,8475791,GOAL,-60.0,-18.0
